TOKENS,N_HIDDEN,N_LAYERS
"('u', 'T', 'y', '0', 'z', 'k', 'S', '7', 'i', 'j', '8', 'a', 'ù', 'w', 'Q', 'o', 'G', 'n', 'U', 'v', 'ˆ', 'F', '2', 'd', 'f', 'H', 'Z', 'x', 'g', 'V', 'b', '1', 'h', '9', '5', 'r', 'D', 'C', 'e', 'ƒ', '3', 'B', 's', 'W', 'N', 'P', 'A', ' ', 'l', '4', 'X', 'Y', 'E', 'M', 'œ', 'c', 't', 'K', 'Š', 'm', '6', 'q', 'p', 'I', 'L', 'O', 'J', 'ú', 'R')",50,3
